0, 0, 0, 0, 9
0, 0, 3, 0, R
0, 0, 3, 1, 30
0, 7, 3, 1, L
0, 7, 3, 0, 4
0, 7, 7, 0, R
0, 7, 7, 1, 39
0, 17, 7, 1, R
0, 17, 7, 2, 30
0, 17, 5, 2, R
0, 17, 5, 3, 41
0, 9, 5, 3, L
0, 9, 5, 2, 20
3, 9, 8, 0, L
3, 9, 8, 3, 17
3, 7, 8, 3, R
3, 7, 8, 0, 49
3, 7, 23, 0, L
3, 7, 23, 3, 35
2, 23, 12, 0, L
2, 23, 12, 3, 4
2, 22, 12, 3, L
2, 22, 12, 2, 43
2, 22, 4, 2, L
2, 22, 4, 1, 47
2, 27, 4, 1, R
2, 27, 4, 2, 15
3, 1, 27, 1, L
3, 1, 27, 0, 18
3, 1, 35, 0, L
3, 1, 35, 3, 7
2, 35, 1, 0, L
2, 35, 1, 3, 28
2, 32, 1, 3, L
2, 32, 1, 2, 21
2, 32, 0, 2, R
2, 32, 0, 3, 24
2, 19, 0, 3, R
2, 19, 0, 0, 3
2, 19, 0, 0, L
2, 19, 0, 3, 1
2, 19, 0, 3, L
2, 19, 0, 2, 46
3, 7, 19, 1, L
3, 7, 19, 0, 15
3, 7, 23, 0, R
3, 7, 23, 1, 4
3, 11, 23, 1, R
3, 11, 23, 2, 25
3, 11, 2, 2, R
3, 11, 2, 3, 7
3, 9, 2, 3, R
3, 9, 2, 0, 38
3, 9, 8, 0, R
3, 9, 8, 1, 7
3, 16, 8, 1, L
3, 16, 8, 0, 6
3, 16, 12, 0, L
3, 16, 12, 3, 3
3, 13, 12, 3, R
3, 13, 12, 0, 48
3, 13, 12, 0, R
3, 13, 12, 1, 16
3, 21, 12, 1, R
3, 21, 12, 2, 25
3, 21, 8, 2, R
3, 21, 8, 3, 16
3, 7, 8, 3, R
3, 7, 8, 0, 11
3, 7, 19, 0, L
3, 7, 19, 3, 50
2, 19, 0, 0, L
2, 19, 0, 3, 27
2, 19, 0, 3, R
2, 19, 0, 0, 11
2, 19, 0, 0, R
2, 19, 0, 1, 38
4, 7, 0, 1, R
4, 7, 0, 2, 20
3, 7, 48, 2, L
3, 7, 48, 1, 1
3, 8, 48, 1, L
3, 8, 48, 0, 41
4, 8, 8, 0, R
4, 8, 8, 1, 44
4, 13, 8, 1, L
4, 13, 8, 0, 13
4, 13, 12, 0, L
4, 13, 12, 3, 28
2, 48, 12, 3, R
2, 48, 12, 0, 37
2, 48, 12, 0, L
2, 48, 12, 3, 23
2, 48, 12, 3, R
2, 48, 12, 0, 16
2, 48, 12, 0, R
2, 48, 12, 1, 35
4, 15, 12, 1, R
4, 15, 12, 2, 47
3, 15, 45, 2, R
3, 15, 45, 3, 42
3, 12, 45, 3, L
3, 12, 45, 2, 4
3, 12, 44, 2, R
3, 12, 44, 3, 27
3, 11, 44, 3, L
3, 11, 44, 2, 47
3, 11, 29, 2, R
3, 11, 29, 3, 29
3, 4, 29, 3, R
3, 4, 29, 0, 44
3, 4, 34, 0, L
3, 4, 34, 3, 49
2, 34, 9, 0, R
2, 34, 9, 1, 31
4, 7, 9, 1, R
4, 7, 9, 2, 21
3, 7, 48, 2, R
3, 7, 48, 3, 15
3, 5, 48, 3, L
3, 5, 48, 2, 22
3, 5, 44, 2, R
3, 5, 44, 3, 17
3, 3, 44, 3, L
3, 3, 44, 2, 13
3, 3, 40, 2, R
3, 3, 40, 3, 24
3, 3, 40, 3, R
3, 3, 40, 0, 50
3, 3, 47, 0, L
3, 3, 47, 3, 29
2, 47, 10, 0, R
2, 47, 10, 1, 32
4, 0, 10, 1, R
4, 0, 10, 2, 11
4, 0, 6, 2, L
4, 0, 6, 1, 21
4, 16, 6, 1, L
4, 16, 6, 0, 40
4, 16, 11, 0, R
4, 16, 11, 1, 34
4, 26, 11, 1, R
4, 26, 11, 2, 43
4, 26, 11, 2, R
4, 26, 11, 3, 30
4, 9, 11, 3, R
4, 9, 11, 0, 23
4, 9, 12, 0, L
4, 9, 12, 3, 31
2, 48, 12, 3, L
2, 48, 12, 2, 42
3, 2, 48, 1, L
3, 2, 48, 0, 48
4, 2, 30, 0, R
4, 2, 30, 1, 33
4, 6, 30, 1, R
4, 6, 30, 2, 14
4, 6, 19, 2, L
4, 6, 19, 1, 32
4, 24, 19, 1, L
4, 24, 19, 0, 12
4, 24, 31, 0, R
4, 24, 31, 1, 10
4, 34, 31, 1, R
4, 34, 31, 2, 37
4, 34, 28, 2, R
4, 34, 28, 3, 3
4, 34, 28, 3, R
4, 34, 28, 0, 39
4, 34, 34, 0, R
4, 34, 34, 1, 26
4, 47, 34, 1, R
4, 47, 34, 2, 36
4, 47, 24, 2, R
4, 47, 24, 3, 15
4, 41, 24, 3, L
4, 41, 24, 2, 3
4, 41, 23, 2, R
4, 41, 23, 3, 14
4, 27, 23, 3, L
4, 27, 23, 2, 2
4, 27, 21, 2, R
4, 27, 21, 3, 6
4, 26, 21, 3, L
4, 26, 21, 2, 41
4, 26, 21, 2, L
4, 26, 21, 1, 8
4, 27, 21, 1, R
4, 27, 21, 2, 27
4, 27, 12, 2, L
4, 27, 12, 1, 12
4, 39, 12, 1, R
4, 39, 12, 2, 9
4, 39, 10, 2, R
4, 39, 10, 3, 29
4, 27, 10, 3, R
4, 27, 10, 0, 45
4, 27, 10, 0, R
4, 27, 10, 1, 39
4, 44, 10, 1, L
4, 44, 10, 0, 28
4, 44, 15, 0, R
4, 44, 15, 1, 23
4, 47, 15, 1, L
4, 47, 15, 0, 40
4, 47, 22, 0, R
4, 47, 22, 1, 2
4, 48, 22, 1, L
4, 48, 22, 0, 14
4, 48, 33, 0, R
4, 48, 33, 1, 34
5, 33, 33, 2, R
5, 33, 33, 3, 12
5, 26, 33, 3, L
5, 26, 33, 2, 25
5, 26, 27, 2, L
5, 26, 27, 1, 25
5, 42, 27, 1, L
5, 42, 27, 0, 34
5, 42, 35, 0, L
5, 42, 35, 3, 37
5, 40, 35, 3, L
5, 40, 35, 2, 45
5, 40, 26, 2, R
5, 40, 26, 3, 1
5, 39, 26, 3, L
5, 39, 26, 2, 18
5, 39, 16, 2, L
5, 39, 16, 1, 23
1, 0, 16, 1, L
1, 0, 16, 0, 35
1, 0, 31, 0, R
1, 0, 31, 1, 7
1, 0, 31, 1, R
1, 0, 31, 2, 14
1, 0, 17, 2, L
1, 0, 17, 1, 9
1, 9, 17, 1, L
1, 9, 17, 0, 1
1, 9, 18, 0, R
1, 9, 18, 1, 22
1, 24, 18, 1, R
1, 24, 18, 2, 16
1, 24, 16, 2, L
1, 24, 16, 1, 4
1, 27, 16, 1, R
1, 27, 16, 2, 11
1, 27, 5, 2, L
1, 27, 5, 1, 7
1, 27, 5, 1, L
1, 27, 5, 0, 6
1, 27, 11, 0, R
1, 27, 11, 1, 24
2, 11, 48, 2, L
2, 11, 48, 1, 19
2, 11, 48, 1, R
2, 11, 48, 2, 2
2, 11, 46, 2, R
2, 11, 46, 3, 13
2, 8, 46, 3, R
2, 8, 46, 0, 47
1, 31, 8, 3, L
1, 31, 8, 2, 6
1, 31, 6, 2, L
1, 31, 6, 1, 32
1, 40, 6, 1, L
1, 40, 6, 0, 44
1, 40, 20, 0, L
1, 40, 20, 3, 47
1, 25, 20, 3, R
1, 25, 20, 0, 2
1, 25, 22, 0, L
1, 25, 22, 3, 37
1, 0, 22, 3, R
1, 0, 22, 0, 6
1, 0, 28, 0, L
1, 0, 28, 3, 44
5, 45, 28, 3, R
5, 45, 28, 0, 31
5, 45, 49, 0, R
5, 45, 49, 1, 10
5, 48, 49, 1, R
5, 48, 49, 2, 42
5, 48, 47, 2, R
5, 48, 47, 3, 19
5, 48, 47, 3, R
5, 48, 47, 0, 8
4, 47, 48, 3, L
4, 47, 48, 2, 44
4, 47, 46, 2, R
4, 47, 46, 3, 1
4, 46, 46, 3, L
4, 46, 46, 2, 44
4, 46, 29, 2, R
4, 46, 29, 3, 49
4, 36, 29, 3, L
4, 36, 29, 2, 34
4, 36, 29, 2, L
4, 36, 29, 1, 19
5, 29, 46, 2, L
5, 29, 46, 1, 42
5, 36, 46, 1, L
5, 36, 46, 0, 12
5, 36, 46, 0, R
5, 36, 46, 1, 14
5, 36, 46, 1, L
5, 36, 46, 0, 8
5, 36, 46, 0, R
5, 36, 46, 1, 42
5, 36, 46, 1, L
5, 36, 46, 0, 19
5, 36, 46, 0, R
5, 36, 46, 1, 44
5, 36, 46, 1, R
5, 36, 46, 2, 6
5, 36, 44, 2, L
5, 36, 44, 1, 45
5, 43, 44, 1, L
5, 43, 44, 0, 7
5, 43, 45, 0, R
5, 43, 45, 1, 40
1, 15, 45, 1, R
1, 15, 45, 2, 32
1, 15, 15, 2, L
1, 15, 15, 1, 11
1, 15, 15, 1, L
1, 15, 15, 0, 2
1, 15, 17, 0, L
1, 15, 17, 3, 39
5, 45, 17, 3, L
5, 45, 17, 2, 11
5, 45, 8, 2, R
5, 45, 8, 3, 2
5, 43, 8, 3, L
5, 43, 8, 2, 10
5, 43, 5, 2, R
5, 43, 5, 3, 48
5, 43, 5, 3, R
5, 43, 5, 0, 14
5, 43, 10, 0, L
5, 43, 10, 3, 32
5, 43, 10, 3, L
5, 43, 10, 2, 24
5, 43, 5, 2, R
5, 43, 5, 3, 7
5, 43, 5, 3, R
5, 43, 5, 0, 16
5, 43, 10, 0, R
5, 43, 10, 1, 49
5, 48, 10, 1, R
5, 48, 10, 2, 9
5, 48, 6, 2, R
5, 48, 6, 3, 30
5, 47, 6, 3, L
5, 47, 6, 2, 20
5, 47, 6, 2, R
5, 47, 6, 3, 46
5, 47, 6, 3, R
5, 47, 6, 0, 25
5, 47, 24, 0, L
5, 47, 24, 3, 7
5, 47, 24, 3, L
5, 47, 24, 2, 20
5, 47, 6, 2, L
5, 47, 6, 1, 49
1, 4, 6, 1, L
1, 4, 6, 0, 1
1, 4, 7, 0, R
1, 4, 7, 1, 27
1, 31, 7, 1, R
1, 31, 7, 2, 33
1, 31, 6, 2, R
1, 31, 6, 3, 11
1, 26, 6, 3, R
1, 26, 6, 0, 2
1, 26, 8, 0, R
1, 26, 8, 1, 35
1, 29, 8, 1, L
1, 29, 8, 0, 8
1, 29, 16, 0, L
1, 29, 16, 3, 22
1, 29, 16, 3, R
1, 29, 16, 0, 35
1, 29, 36, 0, L
1, 29, 36, 3, 37
1, 25, 36, 3, L
1, 25, 36, 2, 4
1, 25, 33, 2, L
1, 25, 33, 1, 11
1, 30, 33, 1, R
1, 30, 33, 2, 17
1, 30, 33, 2, R
1, 30, 33, 3, 38
1, 15, 33, 3, L
1, 15, 33, 2, 49
1, 15, 15, 2, R
1, 15, 15, 3, 15
1, 8, 15, 3, R
1, 8, 15, 0, 30
1, 8, 38, 0, L
1, 8, 38, 3, 38
5, 48, 38, 3, R
5, 48, 38, 0, 43
5, 48, 39, 0, L
5, 48, 39, 3, 29
5, 27, 39, 3, L
5, 27, 39, 2, 44
5, 27, 9, 2, L
5, 27, 9, 1, 17
5, 40, 9, 1, L
5, 40, 9, 0, 26
5, 40, 20, 0, L
5, 40, 20, 3, 14
5, 26, 20, 3, R
5, 26, 20, 0, 2
5, 26, 22, 0, L
5, 26, 22, 3, 43
5, 25, 22, 3, R
5, 25, 22, 0, 46
5, 25, 32, 0, L
5, 25, 32, 3, 3
5, 22, 32, 3, R
5, 22, 32, 0, 7
5, 22, 35, 0, R
5, 22, 35, 1, 17
5, 23, 35, 1, R
5, 23, 35, 2, 19
5, 23, 31, 2, L
5, 23, 31, 1, 35
5, 29, 31, 1, R
5, 29, 31, 2, 6
5, 29, 25, 2, L
5, 29, 25, 1, 28
5, 39, 25, 1, L
5, 39, 25, 0, 43
5, 39, 32, 0, L
5, 39, 32, 3, 49
5, 37, 32, 3, L
5, 37, 32, 2, 1
5, 37, 31, 2, L
5, 37, 31, 1, 20
5, 37, 31, 1, R
5, 37, 31, 2, 26
5, 37, 14, 2, L
5, 37, 14, 1, 25
5, 40, 14, 1, L
5, 40, 14, 0, 48
5, 40, 20, 0, L
5, 40, 20, 3, 26
5, 14, 20, 3, R
5, 14, 20, 0, 48
4, 37, 14, 3, L
4, 37, 14, 2, 6
4, 37, 14, 2, R
4, 37, 14, 3, 25
4, 37, 14, 3, R
4, 37, 14, 0, 16
4, 37, 30, 0, R
4, 37, 30, 1, 13
5, 30, 49, 2, R
5, 30, 49, 3, 41
5, 28, 49, 3, L
5, 28, 49, 2, 41
5, 28, 20, 2, R
5, 28, 20, 3, 25
5, 3, 20, 3, R
5, 3, 20, 0, 30
5, 3, 20, 0, R
5, 3, 20, 1, 49
5, 42, 20, 1, L
5, 42, 20, 0, 46
5, 42, 35, 0, R
5, 42, 35, 1, 32
1, 3, 35, 1, L
1, 3, 35, 0, 8
1, 3, 38, 0, R
1, 3, 38, 1, 3
1, 6, 38, 1, L
1, 6, 38, 0, 46
4, 6, 19, 2, L
4, 6, 19, 1, 27
4, 24, 19, 1, L
4, 24, 19, 0, 47
4, 24, 36, 0, L
4, 24, 36, 3, 6
4, 24, 36, 3, L
4, 24, 36, 2, 1
4, 24, 35, 2, L
4, 24, 35, 1, 35
4, 28, 35, 1, R
4, 28, 35, 2, 4
4, 28, 35, 2, L
4, 28, 35, 1, 20
4, 28, 35, 1, R
4, 28, 35, 2, 40
4, 28, 35, 2, L
4, 28, 35, 1, 50
4, 28, 35, 1, L
4, 28, 35, 0, 33
4, 28, 43, 0, R
4, 28, 43, 1, 1
4, 29, 43, 1, L
4, 29, 43, 0, 26
1, 29, 38, 2, R
1, 29, 38, 3, 2
1, 27, 38, 3, R
1, 27, 38, 0, 4
1, 27, 40, 0, L
1, 27, 40, 3, 15
1, 27, 40, 3, L
1, 27, 40, 2, 25
1, 27, 33, 2, L
1, 27, 33, 1, 20
1, 30, 33, 1, R
1, 30, 33, 2, 31
1, 30, 33, 2, R
1, 30, 33, 3, 34
1, 15, 33, 3, L
1, 15, 33, 2, 40
1, 15, 15, 2, L
1, 15, 15, 1, 1
1, 15, 15, 1, R
1, 15, 15, 2, 9
1, 15, 15, 2, R
1, 15, 15, 3, 7
1, 8, 15, 3, R
1, 8, 15, 0, 8
1, 8, 23, 0, L
1, 8, 23, 3, 5
1, 3, 23, 3, R
1, 3, 23, 0, 9
1, 3, 32, 0, L
1, 3, 32, 3, 39
1, 3, 32, 3, R
1, 3, 32, 0, 8
1, 3, 38, 0, R
1, 3, 38, 1, 7
1, 9, 38, 1, L
1, 9, 38, 0, 47
1, 9, 49, 0, L
1, 9, 49, 3, 20
1, 0, 49, 3, R
1, 0, 49, 0, 22
4, 0, 46, 2, R
4, 0, 46, 3, 14
2, 49, 46, 3, R
2, 49, 46, 0, 39
2, 49, 49, 0, R
2, 49, 49, 1, 19
4, 8, 49, 1, R
4, 8, 49, 2, 32
4, 8, 43, 2, R
4, 8, 43, 3, 7
4, 1, 43, 3, R
4, 1, 43, 0, 30
4, 1, 47, 0, R
4, 1, 47, 1, 41
4, 1, 47, 1, L
4, 1, 47, 0, 7
4, 1, 47, 0, L
4, 1, 47, 3, 43
2, 43, 47, 3, L
2, 43, 47, 2, 2
2, 43, 45, 2, L
2, 43, 45, 1, 3
